DSC ID,ZoomInfo ID,SP_COMPANY_ID,Client Name,S&P Ticker,GP ID,URL,Titanium,GWS Enterprise Sector Mapping
1,12227700,100201,JPMorgan Chase & Company,NYSE:JPM,GP100580,http://www.jpmorganchase.com/,Titanium,Financial & Professional Services
2,41058369,4163620,Visa Inc,NYSE:V,GP101134,http://usa.visa.com/,Titanium,Financial & Professional Services
3,12161677,100369,Bank of America Corporation,NYSE:BAC,GP100148,http://www.bankofamerica.com/,Titanium,Financial & Professional Services
4,66421453,4073702,Master Card Incorporated,NYSE:MA,GP106426,http://www.mastercard.us/,Titanium,Financial & Professional Services
5,19104406,4226356,Industrial and Commercial Bank of China (ICBC),SEHK:1398,GP102832,http://www.icbc-ltd.com/,Titanium,Financial & Professional Services
6,78184974,4147551,China Merchants Bank,SHSE:600036,GP103528,http://www.cmbchina.com/,Titanium,Financial & Professional Services
7,130203765,100382,Wells Fargo & Company,NYSE:WFC,GP101154,http://www.wellsfargo.com/,Titanium,Financial & Professional Services
8,64144030,103042,Morgan Stanley,NYSE:MS,GP100713,http://www.morganstanley.com/,Titanium,Financial & Professional Services
9,480700646,4147550,China Construction Bank,SEHK:939,GP103872,http://www.ccb.com/,Titanium,Financial & Professional Services
10,1328437,4149089,Agricultural Bank of China Ltd,SEHK:1288,GP103423,http://www.abchina.com/en/,Titanium,Financial & Professional Services
11,154239344,102775,The Charles Schwab Corporation,NYSE:SCHW,GP100214,http://www.schwab.com/,Titanium,Financial & Professional Services
12,93290554,100522,Royal Bank of Canada,TSX:RY,GP100907,http://www.rbcroyalbank.com/,Titanium,Financial & Professional Services
13,49744985,4039450,Goldman Sachs Group Inc,NYSE:GS,GP100446,http://www.goldmansachs.com/,Titanium,Financial & Professional Services
14,1720519,102700,American Express Company,NYSE:AXP,GP100060,http://www.americanexpress.com/,Titanium,Financial & Professional Services
15,114934090,100519,The Toronto-Dominion Bank,TSX:TD,GP101027,https://www.td.com/,Titanium,Financial & Professional Services
16,8224889,4041896,Citigroup Inc,NYSE:C,GP100238,https://www.citigroup.com/,Titanium,Financial & Professional Services
17,124175672,4135432,HDFC Bank,NSEI:HDFCBANK,GP104342,http://www.hdfcbank.com/,Not Titanium,Financial & Professional Services
18,3899473,4055265,Bank of China,SEHK:3988,GP101264,https://www.boc.cn/,Titanium,Financial & Professional Services
19,374265599,4023623,S&P Global Inc,NYSE:SPGI,GP100662,https://www.spglobal.com/,Titanium,Financial & Professional Services
20,62392222,4049169,Macquarie Group Ltd,ASX:MQG,GP100637,http://www.macquarie.com/,Not Titanium,Financial & Professional Services
21,,4087360,SIRVA BGRS Worldwide Inc,,GP151745,https://www.sirva.com/,Titanium,Financial & Professional Services
22,1918378,4391660,Al Rajhi Bank,SASE:1120,GP144002,https://www.alrajhibank.com.sa/,Not Titanium,Financial & Professional Services
23,63243962,4047176,US Bancorp,NYSE:USB,GP101110,https://www.usbank.com/,Titanium,Financial & Professional Services
24,95650875,100406,PNC Financial Services Group Inc,NYSE:PNC,GP101300,https://www.pnc.com/,Titanium,Financial & Professional Services
25,353921135,100438,Truist Financial Corporation,NYSE:TFC,GP100114,https://www.truist.com/,Titanium,Financial & Professional Services
26,14191605,3001689,BNP Paribas SA,ENXTPA:BNP,GP100139,https://www.bnpparibas.com/,Titanium,Financial & Professional Services
27,27448809,100521,Bank of Nova Scotia,TSX:BNS,GP100140,https://www.scotiabank.com/,Titanium,Financial & Professional Services
28,23890847,4054016,CME Group,NASDAQGS:CME,GP141460,https://www.cmegroup.com/,Not Titanium,Financial & Professional Services
29,350700692,4015231,Saudi National Bank,SASE:1180,GP144477,https://www.alahli.com/,Not Titanium,Financial & Professional Services
30,5177773,4099823,Intercontinental Exchange Inc,NYSE:ICE,GP102494,https://www.theice.com/,Titanium,Financial & Professional Services
31,56560131,4322619,Hong Kong Exchanges and Clearing Ltd,SEHK:388,GP100644,http://www.hkex.com.hk/,Not Titanium,Financial & Professional Services
32,57002163,4086997,ICICI Bank Ltd,NSEI:ICICIBANK,GP116070,http://www.icicibank.com/,Not Titanium,Financial & Professional Services
33,356457067,4115073,Mitsubishi UFJ Financial Group Inc,TSE:8306,GP108481,https://www.mufg.jp/,Titanium,Financial & Professional Services
34,33850563,108462,Moody's Corporation,NYSE:MCO,GP101587,https://www.moodys.com/,Not Titanium,Financial & Professional Services
35,14143266,100518,Bank of Montreal,TSX:BMO,GP101206,https://www.bmo.com/,Titanium,Financial & Professional Services
36,344001126,4144280,Housing Development Finance Corporation Ltd (HDFC),BSE:500010,GP129149,https://www.hdfc.com/,Not Titanium,Financial & Professional Services
37,119816729,4005723,National Australia Bank (NAB),ASX:NAB,GP101293,https://www.nab.com.au/,Not Titanium,Financial & Professional Services
38,9012358,103239,Capital One Financial Corporation,NYSE:COF,GP100178,https://www.capitalone.com/,Titanium,Financial & Professional Services
39,482532396,113983,Santander Bank,BME:SAN,GP100920,http://www.santanderbank.com/,Not Titanium,Financial & Professional Services
40,1120229759,4049008,State Bank of India,NSEI:SBIN,GP109951,http://www.sbi.co.in/,Titanium,Financial & Professional Services
41,3883214,4293448,"Bank Central Asia",IDX:BBCA,GP144130,http://www.bca.co.id/,Not Titanium,Financial & Professional Services
42,123355319,113831,UBS Group AG (UBS Realty),SWX:UBSG,GP101093,http://www.ubs.com/,Titanium,Financial & Professional Services
43,303677590,4075039,Westpac Banking Corporation,ASX:WBC,GP101157,http://www.westpac.com.au/,Titanium,Financial & Professional Services
44,15009515,20064983,DBS Bank,,GP100297,https://www.dbs.com/,Not Titanium,Financial & Professional Services
45,,4327057,Bajaj Finance,NSEI:BAJFINANCE,GP126907,http://www.bajajfinserv.in/,Not Titanium,Financial & Professional Services
46,14176490,4050465,ANZ Bank,ASX:ANZ,GP100070,https://www.anz.com.au/,Not Titanium,Financial & Professional Services
47,56888139,4150598,ING Bank NV,WSE:ING,GP101281,https://www.ing.com.au/,Titanium,Financial & Professional Services
48,370350081,4293437,Industrial Bank Co. Ltd.,SHSE:601166,GP144374,https://www.cib.com.cn/,Not Titanium,Financial & Professional Services
49,344424544,4167462,MSCI Inc,NYSE:MSCI,GP115220,https://www.msci.com/,Not Titanium,Financial & Professional Services
50,140362606,4100801,Intesa Sanpaolo SpA,BIT:ISP,GP101840,https://www.intesasanpaolo.com/,Titanium,Financial & Professional Services
51,345561543,4150308,Kotak Mahindra Bank,BSE:500247,GP101995,https://www.kotak.com/,Not Titanium,Financial & Professional Services
52,30789559,100515,Canadian Imperial Bank of Commerce (CIBC),TSX:CM,GP100232,https://www.cibc.com/,Not Titanium,Financial & Professional Services
53,,4179619,Ping An,SEHK:2318,GP100840,https://group.pingan.com/,Titanium,Financial & Professional Services
54,123634622,4145055,London Stock Exchange Group Plc,LSE:LSEG,GP102524,https://www.londonstockexchange.com/,Not Titanium,Financial & Professional Services
55,372138060,4971038,East Money Information,SZSE:300059,GP144193,https://www.eastmoney.com/,Not Titanium,Financial & Professional Services
56,27853795,4108919,Nordea Bank,OM:NDA SE,GP134791,https://www.nordea.com/,Not Titanium,Financial & Professional Services
57,355225791,4147549,Bank of Communications Co Ltd,SEHK:3328,GP103636,https://www.hk.bankcomm.com/,Titanium,Financial & Professional Services
58,5194584,100144,The Bank of New York Mellon Corporation,NYSE:BK,GP100142,https://www.bnymellon.com/,Titanium,Financial & Professional Services
59,356006826,4290440,"CITIC Securities",SHSE:600030,GP105169,https://www.group.citic/,Not Titanium,Financial & Professional Services
60,,1021814,Middlefield Banc Corp (Liberty Bancshares Inc),OTCPK:LBSI,GP112391,,Not Titanium,Financial & Professional Services
61,369073921,26472629,Affirm Inc,NASDAQGS:AFRM,GP110939,http://www.affirm.com/,Not Titanium,Financial & Professional Services
62,112886016,4086518,Sumitomo Mitsui Financial Group,TSE:8316,GP115810,https://www.smfg.co.jp/,Titanium,Financial & Professional Services
63,103924709,4041848,Lloyds Banking Group plc,LSE:LLOY,GP100604,https://www.lloydsbankinggroup.com/,Titanium,Financial & Professional Services
64,7769280,114508,Barclays Bank Plc,LSE:BARC,GP100108,https://www.barclays.co.uk/,Titanium,Financial & Professional Services
65,28280247,4047336,Itau Unibanco Holding,BOVESPA:ITUB4,GP127708,https://www.itau.com.br/,Titanium,Financial & Professional Services
66,16154796,4090258,Global Payments Inc,NYSE:GPN,GP113991,https://www.globalpayments.com/,Not Titanium,Financial & Professional Services
67,370344570,4147556,Shanghai Pudong Development Bank Co Ltd,SHSE:600000,GP126274,https://spdb.e-ciie.com/,Titanium,Financial & Professional Services
68,14483819,4259601,First Republic Bank,NYSE:FRC,GP103329,http://www.firstrepublic.com/,Not Titanium,Financial & Professional Services
69,24038210,4142645,DNB ASA,OB:DNB,GP117977,http://www.dnb.com/,Not Titanium,Financial & Professional Services
70,31425768,4048408,Manulife Financial Corporation,TSX:MFC,GP100757,http://www.manulife.com/,Titanium,Financial & Professional Services
72,26214581,4057757,Nasdaq Inc,NASDAQGS:NDAQ,GP131479,https://www.nasdaq.com/,Not Titanium,Financial & Professional Services
73,363349181,21466716,"Rocket Companies",NYSE:RKT,,http://www.rocketcompanies.com/,Not Titanium,Financial & Professional Services
74,107872452,100447,State Street Corporation,NYSE:STT,GP101004,http://www.statestreet.com/,Titanium,Financial & Professional Services
75,13205697,4040823,Equifax Inc,NYSE:EFX,GP107446,https://www.equifax.com/,Not Titanium,Financial & Professional Services
76,79087013,4087990,Mizuho Financial Group,TSE:8411,GP101492,https://www.mizuhogroup.com/,Titanium,Financial & Professional Services
77,6065973,113901,Ameriprise Financial Inc,NYSE:AMP,GP100058,https://www.ameriprise.com/,Titanium,Financial & Professional Services
78,566147678,4120166,United Overseas Bank Ltd,SGX:U11,GP103429,https://www.uob.com.sg/,Not Titanium,Financial & Professional Services
79,34065457,4096334,Discover Financial Services Inc,NYSE:DFS,GP100332,http://www.discover.com/,Titanium,Financial & Professional Services
80,15093541,4135294,Banco Bradesco,BOVESPA:BBDC4,GP119034,https://banco.bradesco/,Titanium,Financial & Professional Services
81,508980577,3001937,NatWest Group,LSE:NWG,GP128849,https://www.natwestgroup.com/,Not Titanium,Financial & Professional Services
82,11141461,113830,Deutsche Bank AG,XTRA:DBK,GP100294,https://www.db.com/,Titanium,Financial & Professional Services
83,54183706,4153870,Interactive Brokers Group Inc,NASDAQGS:IBKR,GP112690,https://www.interactivebrokers.com/,Not Titanium,Financial & Professional Services
84,346584328,4293600,Axis Bank Ltd,BSE:532215,GP112152,https://www.axisbank.com/,Not Titanium,Financial & Professional Services
85,39600454,111568,UnitedHealth Group Inc,NYSE:UNH,GP101096,https://www.unitedhealthgroup.com/,Titanium,Healthcare
86,38126010,4072879,Thermo Fisher Scientific,NYSE:TMO,GP105816,https://www.thermofisher.com/,Titanium,Life Sciences
87,10503356,4810677,Danaher Corporation,NYSE:DHR,GP103699,http://www.danaher.com/,Titanium,Life Sciences
88,76449262,4806212,Medtronic Plc,NYSE:MDT,GP100673,https://www.medtronic.com/,Titanium,Life Sciences
89,566136363,4206348,CVS Health Corporation,NYSE:CVS,GP102132,https://cvshealth.com/,Titanium,Retail & Multi-Site
90,565990300,4072364,Anthem/ Elevance Health,NYSE:ELV,GP109938,https://www.elevancehealth.com/,Titanium,Healthcare
91,355888866,4430411,"Moderna",NASDAQGS:MRNA,GP144474,http://www.modernatx.com/,Not Titanium,Healthcare
92,49958972,4135343,Gilead Sciences Inc,NASDAQGS:GILD,GP101600,http://www.gilead.com/,Titanium,Life Sciences
93,435749000,10168203,"Siemens Healthineers",XTRA:SHL,GP100957,http://www.siemens-healthineers.com/,Not Titanium,Life Sciences
94,19497480,4283738,HCA Healthcare Inc,NYSE:HCA,GP100475,https://hcahealthcare.com/,Titanium,Healthcare
95,8110814,103339,Cigna Corporation,NYSE:CI,GP100234,http://www.cigna.com/,Titanium,Healthcare
96,1117335340,5164480,BioNTech,NASDAQGS:BNTX,GP142655,http://www.biontech.de/,Not Titanium,Life Sciences
97,18415727,111564,Humana,NYSE:HUM,GP100524,http://www.humana.com/,Titanium,Healthcare
98,310083703,5137484,"Wuxi Apptec Co., Ltd.",SHSE:603259,GP144839,http://www.wuxiapptec.com/,Not Titanium,Life Sciences
99,7258303,4022661,Centene Corporation,NYSE:CNC,GP100502,http://www.centene.com/,Titanium,Healthcare
100,368437862,4695380,Walgreens Boots Alliance Inc,NASDAQGS:WBA,GP101143,http://www.walgreensbootsalliance.com/,Titanium,Retail & Multi-Site
101,354096416,4971805,Aier Eye Hospital Group Co. Ltd,SZSE:300015,GP143992,http://en.aierchina.com/,Not Titanium,Healthcare
102,24231957,4069640,McKesson Corporation,NYSE:MCK,GP100664,http://www.mckesson.com/,Titanium,Healthcare
103,9867169,4022647,AmerisourceBergen Corporation,NYSE:ABC,GP101593,https://www.amerisourcebergen.com/,Titanium,Industrial & Logistics
104,37371986,4813237,Sysmex,TSE:6869,GP144711,https://www.sysmex.com/us/,Not Titanium,Life Sciences
105,9000000561,4811577,Teladoc Health Inc,NYSE:TDOC,GP100734,http://www.teladochealth.com/,Not Titanium,Healthcare
106,7503938,4230802,Cerner Healthcare Services,,GP100229,http://www.cerner.com/,Titanium,Tech/Media/Telecom
107,4768282,4098629,Bio-Rad Laboratories Inc,NYSE:BIO,GP114782,http://www.bio-rad.com/,Not Titanium,Life Sciences
108,178323782,4812263,PerkinElmer Inc,NYSE:PKI,GP127002,https://www.perkinelmer.com/,Not Titanium,Life Sciences
109,429710371,4557448,"Rede D'Or Sao Luiz",BOVESPA:RDOR3,GP144646,http://www.rededorsaoluiz.com.br/,Not Titanium,Healthcare
110,181682712,4080702,Molina Healthcare,NYSE:MOH,GP100708,https://www.molinahealthcare.com/,Titanium,Healthcare
111,346910642,11003152,GoodRx Holdings Inc,NASDAQGS:GDRX,GP132347,http://www.goodrx.com/,Not Titanium,Healthcare
112,23954314,4812814,Masimo Corporation,NASDAQGS:MASI,GP144465,http://www.masimo.com/,Not Titanium,Life Sciences
113,17174097,4073203,Cardinal Health Inc,NYSE:CAH,GP100179,https://www.cardinalhealth.com/,Titanium,Industrial & Logistics
114,358198860,4552136,"IHH Healthcare",KLSE:IHH,,http://www.ihhhealthcare.com/,Not Titanium,Healthcare
115,371620201,5217252,"Doximity, Inc.",NYSE:DOCS,GP144192,http://www.doximity.com/,Not Titanium,Healthcare
116,42994809,4811484,Fisher & Paykel Healthcare Corporation Limited,NZSE:FPH,GP132014,https://www.fphcare.com/,Not Titanium,Life Sciences
117,99779359,4070442,Ramsay Health Care Ltd,ASX:RHC,GP100177,https://www.ramsayhealth.com/,Not Titanium,Healthcare
118,357538049,6530206,"Oak Street Health, Inc.",,GP144531,https://www.oakstreethealth.com/,Not Titanium,Healthcare
119,357382832,5273761,"Guardant Health, Inc.",NASDAQGS:GH,GP144320,http://guardanthealth.com/,Not Titanium,Life Sciences
120,23776193,4189919,DaVita Inc,NYSE:DVA,GP100293,http://www.davita.com/,Titanium,Healthcare
121,44254564,4811795,Henry Schein Inc,NASDAQGS:HSIC,GP100485,http://www.henryschein.com/,Titanium,Industrial & Logistics
122,39977791,4540311,Universal Health Services Inc,NYSE:UHS,GP109731,http://uhs.com/,Titanium,Healthcare
123,398069381,5321237,Agilon Health,NYSE:AGL,GP143991,https://www.agilonhealth.com/,Not Titanium,Healthcare
124,430330010,10243737,Hapvida Participacoes,BOVESPA:HAPV3,GP144323,http://www.hapvida.com.br/,Not Titanium,Healthcare
125,128057811,4544850,Piramal Group,BSE:500302,GP107183,https://www.piramal.com/,Not Titanium,Healthcare
126,8377606,4553568,"Apollo Hospitals",NSEI:APOLLOHOSP,GP144036,https://www.apollohospitals.com/,Not Titanium,Healthcare
127,100221071,4020861,Tenet Healthcare Corporation,NYSE:THC,GP101043,https://www.tenethealth.com/,Titanium,Healthcare
128,430873317,5275638,Grupo Notredame Intermedica,,GP144319,https://www.gndi.com.br/,Not Titanium,Healthcare
129,565806961,5005648,Sotera Health LLC,NASDAQGS:SHC,GP115930,http://soterahealth.com/,Not Titanium,Life Sciences
130,353474277,4810683,Chemed Corporation,NYSE:CHE,GP101136,https://www.chemedhealth.org/,Not Titanium,Industrial & Logistics
131,351102595,5134649,CureVac AG,NASDAQGM:CVAC,GP144186,https://www.curevac.com/,Not Titanium,Life Sciences
132,347722827,8394149,Change Healthcare,,GP103942,https://www.changehealthcare.com/,Not Titanium,Healthcare
133,357446828,7633603,Figs Inc,NYSE:FIGS,GP118873,https://www.wearfigs.com/,Not Titanium,Healthcare
134,1523759,4103394,"Amedisys, Inc.",NASDAQGS:AMED,GP144013,http://www.amedisys.com/,Not Titanium,Healthcare
135,352122166,4811530,Acadia Healthcare,NASDAQGS:ACHC,GP108858,https://www.acadiahealthcare.com/,Not Titanium,Healthcare
136,31867460,4094026,Quidel Corporation,NASDAQGS:QDEL,,http://www.quidel.com/,Not Titanium,Life Sciences
137,372151117,4810393,Ryman Healthcare Ltd,NZSE:RYM,GP106264,http://www.rymanhealthcare.co.nz/,Not Titanium,Healthcare
138,4606512,4074586,AMN Healthcare Services Inc,NYSE:AMN,GP100062,http://www.amnhealthcare.com/,Not Titanium,Healthcare
139,375126261,4853756,"Bright Health Group, Inc.",NYSE:BHG,GP144148,http://www.brighthealthcare.com/,Not Titanium,Healthcare
140,346692861,5048673,Apollo Medical Holdings,NASDAQCM:AMEH,GP144068,http://apollomed.net/,Not Titanium,Healthcare
141,372148409,4812010,Diagnosticos da America,BOVESPA:DASA3,GP144188,http://www.dasa.com.br/,Not Titanium,Life Sciences
142,11978581,4692897,Clover Health Inc,NASDAQGS:CLOV,GP104557,https://www.cloverhealth.com/,Not Titanium,Healthcare
143,9683046,4090248,"CorVel Corporation",NASDAQGS:CRVL,GP144185,http://www.corvel.com/,Not Titanium,Healthcare
144,80775028,4007272,Owens & Minor,NYSE:OMI,GP127466,https://www.owens-minor.com/,Titanium,Healthcare
145,278684,5189072,Accolade Inc,NASDAQGS:ACCD,GP127366,https://www.accolade.com/,Not Titanium,Healthcare
146,348108063,4416726,Evolent Health Inc,NYSE:EVH,GP112908,https://www.evolenthealth.com/,Not Titanium,Healthcare
147,346289680,4810859,Fortis Healthcare,NSEI:FORTIS,GP110554,https://www.fortishealthcare.com/,Not Titanium,Life Sciences
148,372148786,4811939,Mitra Keluarga,IDX:MIKA,GP144504,https://www.mitrakeluarga.com/,Not Titanium,Healthcare
149,545768207,4616102,Modivcare Inc.,NASDAQGS:MODV,GP106860,https://www.modivcare.com/,Not Titanium,Healthcare
150,1145373288,5151787,American Well Corporation,NYSE:AMWL,GP144024,https://business.amwell.com/,Not Titanium,Healthcare
151,41156888,101281811,Vocera Communications,,GP101003,http://www.vocera.com/,Not Titanium,Healthcare
152,9077361,4561135,Community Health Systems Inc,NYSE:CYH,GP114395,https://www.chs.net/,Titanium,Healthcare
153,6852690,4190925,Allscripts Healthcare Solutions Inc,NASDAQGS:MDRX,GP101342,https://www.allscripts.com/,Not Titanium,Healthcare
154,399359119,14357044,"Tivity Health",,GP144746,https://www.tivityhealth.com/,Not Titanium,Healthcare
155,26607738,4079792,National Healthcare Corporation,NYSEAM:NHC,GP144478,https://nhccare.com/,Not Titanium,Healthcare
156,356986127,5257945,Arcturus Therapeutics Inc,NASDAQGM:ARCT,GP134918,https://arcturusrx.com/,Not Titanium,Life Sciences
157,51546914,4627536,HealthStream Inc,NASDAQGS:HSTM,GP112739,http://www.healthstream.com/,Not Titanium,Healthcare
158,32899972,4022715,Rite Aid,NYSE:RAD,GP100895,http://www.riteaid.com/,Titanium,Retail & Multi-Site
159,359232387,5241044,"Talkspace, Inc.",NASDAQGS:TALK,GP144723,http://www.talkspace.com/,Not Titanium,Healthcare
160,3525716,5006626,American Renal Associates,,GP144021,https://innovativerenal.com/,Not Titanium,Life Sciences
161,370279771,4973116,Tabula Rasa Healthcare Inc,NASDAQGM:TRHC,GP102512,https://www.tabularasahealthcare.com/,Not Titanium,Healthcare
162,555899273,28783085,UpHealth,NYSE:UPH,GP144824,http://www.uphealth.com/,Not Titanium,Healthcare
163,354034612,4436018,"Castlight Health
",,GP144156,http://www.castlighthealth.com/,Not Titanium,Healthcare
164,266600781,5211460,SOC Telemed,,GP144703,https://www.soctelemed.com/,Not Titanium,Healthcare
165,351689499,5226827,"Shalby",NSEI:SHALBY,GP144679,https://www.shalby.org/,Not Titanium,Healthcare
166,358416216,4810602,NantHealth,NASDAQGS:NH,GP127376,http://nanthealth.com/,Not Titanium,Healthcare
167,1306553130,4810510,"Ontrak, Inc.",NASDAQGM:OTRK,GP144539,https://ontrakhealth.com/,Not Titanium,Healthcare
168,13107967,4811761,Enzo Biochem,NYSE:ENZ,GP144215,https://www.enzo.com/,Not Titanium,Life Sciences
169,356978695,5261339,"Augmedix, Inc.",NASDAQCM:AUGX,GP144122,https://augmedix.com/,Not Titanium,Healthcare
170,560086928,4103329,Sonida Senior Living,NYSE:SNDA,GP133655,http://www.sonidaseniorliving.com/,Not Titanium,Healthcare
171,91358593,4094845,Genesis Healthcare Inc,OTCEM:GENN,GP104690,http://www.genesishcc.com/,Not Titanium,Healthcare
172,355888591,4811268,Viveve Medical,NASDAQCM:VIVE,GP144835,https://viveve.com/,Not Titanium,Life Sciences
173,24969839,5018636,Midmark Corporation,,GP144471,http://www.midmark.com/,Not Titanium,Life Sciences
174,313524325,4812735,Zimmer Biomet Holdings Inc,NYSE:ZBH,GP103791,https://www.zimmerbiomet.com/,Titanium,Life Sciences
175,20775334,4044333,Johnson & Johnson,NYSE:JNJ,GP100572,https://www.jnj.com/,Titanium,Life Sciences
176,7884838,4165755,Roche Holding AG,SWX:ROG,GP100899,https://www.roche.com/,Not Titanium,Life Sciences
177,30245334,3009080,Pfizer Inc,NYSE:PFE,GP100829,https://www.pfizer.com/,Titanium,Life Sciences
178,74483407,4194544,Novo Nordisk AS,CPSE:NOVO B,GP117588,http://www.novonordisk.com/,Not Titanium,Life Sciences
179,32199830,4059821,Eli Lilly and Company,NYSE:LLY,GP100356,http://www.lilly.com/,Titanium,Life Sciences
180,24576142,4004265,Merck & Company Inc,NYSE:MRK,GP100677,http://www.merck.com/,Titanium,Life Sciences
181,356818961,4558282,AbbVie Inc,NYSE:ABBV,GP100006,https://www.abbvie.com/,Titanium,Life Sciences
182,9751686,4250855,AstraZeneca plc,LSE:AZN,GP100089,https://www.astrazeneca.com/,Not Titanium,Life Sciences
183,62014529,4182587,Novartis International AG,SWX:NOVN,GP100762,https://www.novartis.com/,Titanium,Life Sciences
184,12913103,4623856,Bristol-Myers Squibb,NYSE:BMY,GP101534,https://www.bms.com/,Titanium,Life Sciences
185,93063799,4404124,Sanofi SA,ENXTPA:SAN,GP100919,https://www.sanofi.com/,Titanium,Life Sciences
186,7834830,4092820,Amgen Inc,NASDAQGS:AMGN,GP100061,https://www.amgen.com/,Titanium,Life Sciences
187,16859276,4806213,GlaxoSmithKline Plc,LSE:GSK,GP100440,https://www.gsk.com/,Titanium,Life Sciences
188,10109322,4221669,CSL Ltd,ASX:CSL,GP104501,https://www.csl.com/,Not Titanium,Life Sciences
189,356414046,4810470,Zoetis Inc,NYSE:ZTS,GP101191,https://www.zoetis.com/,Titanium,Life Sciences
190,32489569,4094029,Regeneron Pharmaceuticals Inc,NASDAQGS:REGN,GP117706,https://www.regeneron.com/,Titanium,Life Sciences
191,31118218,4270258,"Dexcom, Inc.",NASDAQGS:DXCM,GP143725,https://www.dexcom.com/,Not Titanium,Life Sciences
192,66045864,4094034,Illumina Inc,NASDAQGS:ILMN,GP127975,http://www.illumina.com/,Not Titanium,Life Sciences
193,86935567,4094797,Lonza Group Ltd,SWX:LONN,GP104045,http://www.lonza.com/,Not Titanium,Life Sciences
194,4128773,4142198,Bayer AG,XTRA:BAYN,GP100010,https://www.bayer.com/,Titanium,Life Sciences
195,371207166,6602466,WuXi Biologics,SEHK:2269,GP109074,http://www.wuxibiologics.com/,Not Titanium,Life Sciences
196,372145492,4810483,"Jiangsu Hengrui Medicine",SHSE:600276,GP144443,https://www.hengrui.com/,Not Titanium,Life Sciences
197,126927075,4159057,Vertex Pharmaceuticals Inc,NASDAQGS:VRTX,GP112487,http://www.vrtx.com/,Not Titanium,Life Sciences
198,1967478,4075849,Agilent Technologies Inc,NYSE:A,GP100033,https://www.agilent.com/,Not Titanium,Life Sciences
199,140656768,4219651,Takeda Pharmaceutical Co Ltd,TSE:4502,GP101023,https://www.takeda.com/,Titanium,Life Sciences
200,33791530,4152157,Biogen Inc,NASDAQGS:BIIB,GP105651,https://www.biogen.com/,Titanium,Life Sciences
201,355749443,4810824,"BeiGene",NASDAQGS:BGNE,GP144131,http://www.beigene.com/,Not Titanium,Life Sciences
202,7031337,4190559,Astellas Pharma Inc,TSE:4503,GP102520,https://www.astellas.com/,Not Titanium,Life Sciences
203,296566845,4102413,West Pharmaceutical,NYSE:WST,GP144837,http://www.westpharma.com/,Not Titanium,Life Sciences
204,15827243,4810842,Genmab AS,CPSE:GMAB,GP115825,http://www.genmab.com/,Not Titanium,Life Sciences
205,353614722,5219401,"Ginkgo Bioworks Holdings, Inc.",NYSE:DNA,GP144315,http://www.ginkgobioworks.com/,Not Titanium,Life Sciences
206,21938661,4069312,Laboratory Corporation of America Holdings,NYSE:LH,GP103220,http://www.labcorp.com/,Titanium,Healthcare
207,109166937,4812438,Sun Pharmaceutical Industries Ltd,NSEI:SUNPHARMA,GP117711,http://www.sunpharma.com/,Not Titanium,Life Sciences
208,115918021,4812626,Horizon Therapeutics Plc,NASDAQGS:HZNP,GP126152,http://www.horizontherapeutics.com/,Not Titanium,Life Sciences
209,356680647,4812136,"Celltrion, Inc.",KOSE:A068270,GP144170,https://www.celltrionhealthcare.com/,Not Titanium,Life Sciences
210,33851671,4812451,Icon Plc,NASDAQGS:ICLR,GP131006,http://www.iconplc.com/,Not Titanium,Life Sciences
211,10034211,4239110,Alnylam Pharmaceuticals Inc,NASDAQGS:ALNY,GP114435,http://www.alnylam.com/,Not Titanium,Life Sciences
212,51386296,4338031,Catalent Inc,NYSE:CTLT,GP123544,http://www.catalent.com/,Not Titanium,Life Sciences
213,350956805,4812968,Otsuka Group,TSE:4578,GP102146,http://www.otsuka.com/en,Not Titanium,Life Sciences
214,24561253,4233088,Eisai Co Ltd,TSE:4523,GP110561,https://www.eisai.com/,Not Titanium,Life Sciences
215,37699867,4810610,Bio-Techne Corporation,NASDAQGS:TECH,GP144141,http://www.bio-techne.com/,Not Titanium,Life Sciences
216,13601649,4388431,Charles River Laboratories International Inc,NYSE:CRL,GP104711,http://www.criver.com/,Not Titanium,Life Sciences
217,1105976173,4236937,Shionogi & Company Ltd,TSE:4507,GP103048,http://www.shionogi.com/,Not Titanium,Life Sciences
218,368760255,5248867,"10x Genomics, Inc.",NASDAQGS:TXG,GP143975,http://www.10xgenomics.com/,Not Titanium,Life Sciences
219,78823463,4761964,Viatris Inc,NASDAQGS:VTRS,GP139900,https://www.viatris.com/,Titanium,Life Sciences
220,353357796,4251707,kyowa Kirin,TSE:4151,GP101286,https://www.kirinholdings.com/en/,Not Titanium,Life Sciences
221,28281783,4787962,Exact Sciences Corporation,NASDAQCM:EXAS,GP133949,https://www.exactsciences.com/,Not Titanium,Life Sciences
222,60228044,20262963,Royalty Pharma PLC,NASDAQGS:RPRX,GP144650,https://www.royaltypharma.com/,Not Titanium,Life Sciences
223,351474230,4813187,Argenx SE,ENXTBR:ARGX,GP144038,http://www.argenx.com/,Not Titanium,Life Sciences
224,81363396,4811882,Sino Biopharmaceutical,SEHK:1177,GP115602,http://www.cpgroupglobal.com/,Not Titanium,Life Sciences
225,547030079,13353459,Hansoh Pharma,SEHK:3692,GP144321,http://www.hspharm.com/,Not Titanium,Life Sciences
